Incident ID;DateStamp;IncidentActivity_Number;IncidentActivity_Type;Assignment Group;KM number;Interaction ID
IM0000601;07-10-2013 12:40:06;001A5631653;Operator Update;TEAM0027;KM0001163;SD0000817
IM0000601;07-10-2013 12:40:06;001A5631652;Status Change;TEAM0027;KM0001163;SD0000817
IM0000601;24-09-2013 12:25:09;001A5536409;Status Change;TEAM0015;KM0001163;SD0000817
IM0000601;24-09-2013 15:26:27;001A5540994;Assignment;TEAM0015;KM0001163;SD0000817
IM0000601;24-09-2013 15:26:27;001A5540993;Reassignment;TEAM0015;KM0001163;SD0000817
IM0000601;24-09-2013 15:34:32;001A5543208;Operator Update;TEAM0027;KM0001163;SD0000817
IM0000601;24-09-2013 15:26:27;001A5540995;Operator Update;TEAM0015;KM0001163;SD0000817
IM0000601;24-09-2013 15:34:32;001A5543207;Reassignment;TEAM0027;KM0001163;SD0000817
IM0000601;20-09-2013 14:48:37;001A5515630;Operator Update;TEAM0015;KM0001163;SD0000817
IM0000601;04-10-2013 08:00:31;001A5618644;Operator Update;TEAM0015;KM0001163;SD0000817
IM0000601;04-10-2013 09:56:27;001A5620273;Reassignment;TEAM0015;KM0001163;SD0000817
IM0000601;04-10-2013 09:56:27;001A5620274;Operator Update;TEAM0015;KM0001163;SD0000817
IM0000601;04-10-2013 08:00:31;001A5618643;Assignment;TEAM0015;KM0001163;SD0000817
IM0000601;03-10-2013 14:50:36;001A5617074;Assignment;TEAM0015;KM0001163;SD0000817
IM0000601;03-10-2013 16:08:31;001A5620486;Assignment;TEAM0015;KM0001163;SD0000817
IM0000601;04-10-2013 08:00:31;001A5618642;Reassignment;TEAM0015;KM0001163;SD0000817
IM0000601;03-10-2013 16:52:12;001A5619899;Operator Update;TEAM0015;KM0001163;SD0000817
IM0000601;03-10-2013 17:27:30;001A5620678;Assignment;TEAM0015;KM0001163;SD0000817
IM0000601;23-09-2013 11:17:24;001A5530913;Update;TEAM0109;KM0001163;SD0000817
IM0000601;23-09-2013 11:18:47;001A5530924;Assignment;TEAM0109;KM0001163;SD0000817
IM0000601;23-09-2013 10:44:57;001A5529092;Operator Update;TEAM0027;KM0001163;SD0000817
IM0000601;23-09-2013 11:18:47;001A5530923;Reassignment;TEAM0109;KM0001163;SD0000817
IM0000601;23-09-2013 10:44:57;001A5529095;Description Update;TEAM0027;KM0001163;SD0000817
IM0000601;23-09-2013 10:44:57;001A5529091;Assignment;TEAM0027;KM0001163;SD0000817
IM0000601;23-09-2013 10:44:57;001A5529094;Urgency Change;TEAM0027;KM0001163;SD0000817
IM0000601;23-09-2013 10:44:57;001A5529093;Impact Change;TEAM0027;KM0001163;SD0000817
IM0000601;23-09-2013 10:44:57;001A5529090;Reassignment;TEAM0027;KM0001163;SD0000817
IM0000601;23-09-2013 11:19:19;001A5530930;Assignment;TEAM0109;KM0001163;SD0000817
IM0000601;23-09-2013 11:43:29;001A5529226;Operator Update;TEAM0027;KM0001163;SD0000817
IM0000601;23-09-2013 11:43:29;001A5529227;Description Update;TEAM0027;KM0001163;SD0000817
IM0000601;23-09-2013 11:43:29;001A5529225;Assignment;TEAM0027;KM0001163;SD0000817
IM0000601;23-09-2013 12:13:22;001A5531134;Assignment;TEAM0015;KM0001163;SD0000817
IM0000601;23-09-2013 11:43:29;001A5529224;Reassignment;TEAM0027;KM0001163;SD0000817
IM0000601;03-10-2013 17:21:37;001A5620666;Operator Update;TEAM0027;KM0001163;SD0000817
IM0000601;03-10-2013 17:21:37;001A5620665;Reassignment;TEAM0027;KM0001163;SD0000817
IM0000601;03-10-2013 16:52:12;001A5619897;Reassignment;TEAM0015;KM0001163;SD0000817
IM0000601;03-10-2013 16:03:57;001A5620476;Reassignment;TEAM0027;KM0001163;SD0000817
IM0000601;03-10-2013 14:20:02;001A5616925;Operator Update;TEAM0027;KM0001163;SD0000817
IM0000601;03-10-2013 16:03:57;001A5620477;Operator Update;TEAM0027;KM0001163;SD0000817
IM0000601;03-10-2013 14:20:02;001A5616923;Reassignment;TEAM0027;KM0001163;SD0000817
IM0000601;03-10-2013 14:20:02;001A5616924;Assignment;TEAM0027;KM0001163;SD0000817
IM0000601;03-10-2013 16:52:12;001A5619898;Assignment;TEAM0015;KM0001163;SD0000817
IM0000601;03-10-2013 14:50:36;001A5617073;Reassignment;TEAM0015;KM0001163;SD0000817
IM0000601;03-10-2013 14:50:36;001A5617075;Operator Update;TEAM0015;KM0001163;SD0000817
IM0000601;30-09-2013 14:13:44;001A5586189;Reassignment;TEAM0015;KM0001163;SD0000817
IM0000601;30-09-2013 14:13:44;001A5586191;Operator Update;TEAM0015;KM0001163;SD0000817
IM0000601;30-09-2013 14:13:44;001A5586190;Assignment;TEAM0015;KM0001163;SD0000817
IM0000601;30-09-2013 15:22:41;001A5586431;Assignment;TEAM0015;KM0001163;SD0000817
IM0000601;30-09-2013 15:22:41;001A5586430;Reassignment;TEAM0015;KM0001163;SD0000817
IM0000601;30-09-2013 15:22:41;001A5586432;Operator Update;TEAM0015;KM0001163;SD0000817
IM0000601;04-10-2013 13:44:24;001A5624971;Reassignment;TEAM0025;KM0001163;SD0000817
IM0000601;04-10-2013 13:44:24;001A5624972;Operator Update;TEAM0025;KM0001163;SD0000817
IM0000601;02-10-2013 16:19:07;001A5607531;Update;TEAM0109;KM0001163;SD0000817
IM0000601;02-10-2013 16:19:29;001A5607532;Assignment;TEAM0109;KM0001163;SD0000817
IM0000601;02-10-2013 16:19:07;001A5607529;Reassignment;TEAM0109;KM0001163;SD0000817
IM0000601;02-10-2013 16:19:07;001A5607530;Assignment;TEAM0109;KM0001163;SD0000817
IM0000601;19-09-2013 18:08:54;001A5511090;Assignment;TEAM0015;KM0001163;SD0000817
IM0000601;19-09-2013 15:40:21;001A5510096;Open;TEAM0027;KM0001163;SD0000817
IM0000601;01-10-2013 16:51:29;001A5598712;Assignment;TEAM0027;KM0001163;SD0000817
IM0000601;01-10-2013 16:51:29;001A5598711;Reassignment;TEAM0027;KM0001163;SD0000817
IM0000601;01-10-2013 16:51:29;001A5598713;Operator Update;TEAM0027;KM0001163;SD0000817
IM0000601;03-10-2013 14:29:52;001A5616111;Assignment;TEAM0015;KM0001163;SD0000817
IM0000601;30-09-2013 13:26:35;001A5582789;Status Change;TEAM0015;KM0001163;SD0000817
IM0000601;30-09-2013 14:24:31;001A5583990;Reassignment;TEAM0025;KM0001163;SD0000817
IM0000601;30-09-2013 14:53:58;001A5584071;Assignment;TEAM0015;KM0001163;SD0000817
IM0000601;30-09-2013 14:24:31;001A5583992;Assignment;TEAM0025;KM0001163;SD0000817
IM0000601;30-09-2013 14:24:31;001A5583993;Operator Update;TEAM0025;KM0001163;SD0000817
IM0000601;30-09-2013 14:16:57;001A5583958;Assignment;TEAM0025;KM0001163;SD0000817
IM0000601;20-09-2013 14:48:37;001A5515628;Reassignment;TEAM0015;KM0001163;SD0000817
IM0000601;20-09-2013 14:58:09;001A5515655;Operator Update;TEAM0015;KM0001163;SD0000817
IM0000601;20-09-2013 14:48:37;001A5515629;Assignment;TEAM0015;KM0001163;SD0000817
IM0000601;19-09-2013 18:08:27;001A5511089;Assignment;TEAM0015;KM0001163;SD0000817
IM0000601;25-09-2013 07:04:47;001A5543586;Assignment;TEAM0015;KM0001163;SD0000817
IM0000602;01-10-2013 09:43:16;001A5587654;Closed;TEAM0075;KM0001131;SD0000805
IM0000602;01-10-2013 09:43:16;001A5587655;Caused By CI;TEAM0075;KM0001131;SD0000805
IM0000602;19-09-2013 14:45:30;001A5509437;Communication with customer;TEAM0075;KM0001131;SD0000805
IM0000602;19-09-2013 14:28:18;001A5509381;Assignment;TEAM0075;KM0001131;SD0000805
IM0000602;19-09-2013 14:28:18;001A5509382;Status Change;TEAM0075;KM0001131;SD0000805
IM0000602;19-09-2013 14:45:30;001A5509436;Status Change;TEAM0075;KM0001131;SD0000805
IM0000602;19-09-2013 13:31:45;001A5507348;Open;TEAM0008;KM0001131;SD0000805
IM0000603;19-09-2013 14:46:17;001A5507495;Reassignment;TEAM0010;KM0000336;SD0000806
IM0000603;19-09-2013 14:46:17;001A5507497;Status Change;TEAM0010;KM0000336;SD0000806
IM0000603;21-10-2013 11:53:14;001A5732534;Reassignment;TEAM0008;KM0000336;SD0000806
IM0000603;20-09-2013 14:13:04;001A5517459;Operator Update;TEAM9999;KM0000336;SD0000806
IM0000603;21-10-2013 15:17:39;001A5735745;Reassignment;TEAM0086;KM0000336;SD0000806
IM0000603;21-10-2013 15:54:47;001A5736096;Reassignment;TEAM0008;KM0000336;SD0000806
IM0000603;21-10-2013 11:53:14;001A5732535;Assignment;TEAM0008;KM0000336;SD0000806
IM0000603;22-10-2013 09:28:13;001A5754392;Assignment;TEAM0008;KM0000336;SD0000806
IM0000603;24-10-2013 15:39:36;001A5774066;Operator Update;TEAM0008;KM0000336;SD0000806
IM0000603;26-09-2013 16:35:46;001A5560086;Assignment;TEAM0008;KM0000336;SD0000806
IM0000603;26-09-2013 16:35:46;001A5560087;Operator Update;TEAM0008;KM0000336;SD0000806
IM0000603;11-10-2013 13:52:39;001A5668462;Update;TEAM0050;KM0000336;SD0000806
IM0000603;31-10-2013 16:21:24;001A5828278;Assignment;TEAM0008;KM0000336;SD0000806
IM0000603;31-10-2013 16:21:24;001A5828279;Operator Update;TEAM0008;KM0000336;SD0000806
IM0000603;05-11-2013 10:06:55;001A5858020;Closed;TEAM0020;KM0000336;SD0000806
IM0000603;05-11-2013 10:06:55;001A5858021;Caused By CI;TEAM0020;KM0000336;SD0000806
IM0000603;02-10-2013 11:12:38;001A5606275;Assignment;TEAM0050;KM0000336;SD0000806
IM0000603;19-09-2013 14:46:17;001A5507498;Operator Update;TEAM0010;KM0000336;SD0000806
IM0000603;19-09-2013 15:27:49;001A5507586;Status Change;TEAM0008;KM0000336;SD0000806
IM0000603;19-09-2013 14:51:18;001A5509447;Reassignment;TEAM0075;KM0000336;SD0000806
IM0000603;21-10-2013 11:53:14;001A5732536;Operator Update;TEAM0008;KM0000336;SD0000806
IM0000603;24-10-2013 15:39:36;001A5774065;Assignment;TEAM0008;KM0000336;SD0000806
IM0000603;19-09-2013 15:27:49;001A5507585;Assignment;TEAM0008;KM0000336;SD0000806
IM0000603;19-09-2013 13:40:41;001A5507362;Operator Update;TEAM0010;KM0000336;SD0000806
IM0000603;19-09-2013 13:40:41;001A5507360;Assignment;TEAM0010;KM0000336;SD0000806
IM0000603;19-09-2013 15:41:36;001A5510101;Status Change;TEAM0008;KM0000336;SD0000806
IM0000603;02-10-2013 11:44:08;001A5603589;Operator Update;TEAM9999;KM0000336;SD0000806
IM0000603;30-09-2013 15:26:20;001A5584160;Assignment;TEAM0008;KM0000336;SD0000806
IM0000603;19-09-2013 15:41:36;001A5510102;Operator Update;TEAM0008;KM0000336;SD0000806
IM0000603;19-09-2013 13:39:25;001A5507359;Open;TEAM0010;KM0000336;SD0000806
IM0000603;19-09-2013 14:51:18;001A5509448;Operator Update;TEAM0075;KM0000336;SD0000806
IM0000603;19-09-2013 13:40:41;001A5507361;Status Change;TEAM0010;KM0000336;SD0000806
IM0000603;19-09-2013 14:46:17;001A5507496;Assignment;TEAM0010;KM0000336;SD0000806
IM0000604;19-09-2013 12:17:35;001A5505879;Update;TEAM0018;KM0001268;#N/B
IM0000604;23-09-2013 11:57:44;001A5531078;Closed;TEAM0018;KM0001268;#N/B
IM0000604;24-10-2013 12:46:59;001A5774394;Reopen;TEAM0018;KM0001268;#N/B
IM0000604;29-10-2013 14:29:56;001A5810973;Update;TEAM0034;KM0001268;#N/B
IM0000604;29-10-2013 14:29:56;001A5810972;Reassignment;TEAM0034;KM0001268;#N/B
IM0000604;29-10-2013 14:32:31;001A5810983;Closed;TEAM0018;KM0001268;#N/B
IM0000604;28-10-2013 14:53:28;001A5802158;Update;TEAM0018;KM0001268;#N/B
IM0000604;28-10-2013 14:53:28;001A5802157;Reopen;TEAM0018;KM0001268;#N/B
IM0000604;28-10-2013 09:08:51;001A5792277;Reassignment;TEAM0018;KM0001268;#N/B
IM0000604;28-10-2013 10:35:48;001A5794845;Reassignment;TEAM0034;KM0001268;#N/B
IM0000604;28-10-2013 10:35:48;001A5794846;Update;TEAM0034;KM0001268;#N/B
IM0000604;24-10-2013 12:46:59;001A5774395;Update;TEAM0018;KM0001268;#N/B
IM0000604;29-10-2013 08:23:39;001A5802681;Update;TEAM0018;KM0001268;#N/B
IM0000604;29-10-2013 08:23:39;001A5802680;Reassignment;TEAM0018;KM0001268;#N/B
IM0000604;28-10-2013 11:03:40;001A5798142;Closed;TEAM0018;KM0001268;#N/B
IM0000604;19-09-2013 12:16:50;001A5505878;Open;TEAM0018;KM0001268;#N/B
IM0000605;20-09-2013 09:32:19;001A5512291;Update;TEAM0019;KM0001266;SD0000809
IM0000605;20-09-2013 09:32:19;001A5512290;Status Change;TEAM0019;KM0001266;SD0000809
IM0000605;14-10-2013 08:44:38;001A5679100;Assignment;TEAM0018;KM0001266;SD0000809
IM0000605;11-10-2013 10:39:20;001A5666017;Update;TEAM0018;KM0001266;SD0000809
IM0000605;11-10-2013 15:55:10;001A5671149;Update;TEAM0019;KM0001266;SD0000809
IM0000605;14-10-2013 08:59:31;001A5673238;Closed;TEAM0018;KM0001266;SD0000809
IM0000605;19-09-2013 12:40:49;001A5505929;Update;TEAM0018;KM0001266;SD0000809
IM0000605;19-09-2013 12:40:28;001A5505928;Open;TEAM0018;KM0001266;SD0000809
IM0000605;20-09-2013 10:43:18;001A5516486;Update;TEAM0019;KM0001266;SD0000809
IM0000606;26-09-2013 13:15:48;001A5557037;Operator Update;TEAM0007;KM0001707;SD0000813
IM0000606;26-09-2013 14:57:15;001A5557906;Status Change;TEAM0007;KM0001707;SD0000813
IM0000606;03-10-2013 10:06:18;001A5612152;Communication with customer;TEAM0008;KM0001707;SD0000813
IM0000606;03-10-2013 11:26:20;001A5613725;Operator Update;TEAM0007;KM0001707;SD0000813
IM0000606;03-10-2013 13:55:09;001A5616801;Update;TEAM0001;KM0001707;SD0000813
IM0000606;03-10-2013 13:55:09;001A5616799;Assignment;TEAM0001;KM0001707;SD0000813
IM0000606;14-10-2013 08:37:25;001A5679073;Update;TEAM0008;KM0001707;SD0000813
IM0000606;14-10-2013 08:37:25;001A5679071;Assignment;TEAM0008;KM0001707;SD0000813
IM0000606;14-10-2013 08:37:25;001A5679072;Reopen;TEAM0008;KM0001707;SD0000813
IM0000606;14-10-2013 11:40:02;001A5682599;Closed;TEAM0040;KM0001707;SD0000813
IM0000606;03-10-2013 13:55:09;001A5616800;Status Change;TEAM0001;KM0001707;SD0000813
IM0000606;03-10-2013 13:55:09;001A5616802;Description Update;TEAM0001;KM0001707;SD0000813
IM0000606;19-09-2013 15:31:54;001A5505199;Open;TEAM0010;KM0001707;SD0000813
IM0000606;08-10-2013 09:04:54;001A5638673;Closed;TEAM0001;KM0001707;SD0000813
IM0000606;19-09-2013 18:01:19;001A5511842;Operator Update;TEAM0007;KM0001707;SD0000813
IM0000606;03-10-2013 10:06:18;001A5612150;Assignment;TEAM0008;KM0001707;SD0000813
IM0000606;03-10-2013 11:26:20;001A5613724;Reassignment;TEAM0007;KM0001707;SD0000813
IM0000606;03-10-2013 10:06:18;001A5612151;Status Change;TEAM0008;KM0001707;SD0000813
IM0000606;30-09-2013 16:01:40;001A5585775;Status Change;TEAM0007;KM0001707;SD0000813
IM0000606;20-09-2013 09:56:32;001A5510822;Assignment;TEAM0007;KM0001707;SD0000813
IM0000607;26-09-2013 11:53:44;001A5556093;Update;TEAM0018;KM0001265;SD0000823
IM0000607;26-09-2013 11:41:01;001A5557390;Update;TEAM0034;KM0001265;SD0000823
IM0000607;26-09-2013 11:41:01;001A5557389;Reassignment;TEAM0034;KM0001265;SD0000823
IM0000607;26-09-2013 11:11:35;001A5555969;Reassignment;TEAM0018;KM0001265;SD0000823
IM0000607;26-09-2013 11:11:36;001A5555970;Update;TEAM0018;KM0001265;SD0000823
IM0000607;21-10-2013 09:22:02;001A5730435;Closed;TEAM0018;KM0001265;SD0000823
IM0000607;23-09-2013 12:10:51;001A5531713;Status Change;TEAM0018;KM0001265;SD0000823
IM0000607;20-09-2013 09:44:11;001A5511362;Open;TEAM0018;KM0001265;SD0000823
IM0000607;20-09-2013 11:05:06;001A5511551;Update;TEAM0034;KM0001265;SD0000823
IM0000607;03-10-2013 10:09:57;001A5612156;Update;TEAM0018;KM0001265;SD0000823
IM0000607;03-10-2013 10:09:15;001A5612154;Update;TEAM0018;KM0001265;SD0000823
IM0000607;18-10-2013 15:26:31;001A5718718;Update from customer;TEAM0034;KM0001265;SD0000823
IM0000607;03-10-2013 10:50:04;001A5612279;Closed;TEAM0018;KM0001265;SD0000823
IM0000607;17-10-2013 17:07:13;001A5711628;Update;TEAM0018;KM0001265;SD0000823
IM0000607;17-10-2013 17:07:13;001A5711627;Reopen;TEAM0018;KM0001265;SD0000823
IM0000607;03-10-2013 10:09:57;001A5612155;Reassignment;TEAM0018;KM0001265;SD0000823
IM0000607;03-10-2013 10:21:19;001A5612191;Reassignment;TEAM0034;KM0001265;SD0000823
IM0000607;03-10-2013 10:21:19;001A5612192;Update;TEAM0034;KM0001265;SD0000823
IM0000607;20-09-2013 09:44:50;001A5511365;Update;TEAM0018;KM0001265;SD0000823
IM0000607;20-09-2013 11:14:19;001A5511555;Update;TEAM0018;KM0001265;SD0000823
IM0000608;04-11-2013 15:49:23;001A5857298;Quality Indicator Fixed;TEAM0007;KM0000819;SD0000824
IM0000608;04-11-2013 15:49:23;001A5857297;Closed;TEAM0007;KM0000819;SD0000824
IM0000608;20-09-2013 11:19:35;001A5516590;Reassignment;TEAM0031;KM0000819;SD0000824
IM0000608;20-09-2013 13:34:04;001A5515454;Status Change;TEAM0007;KM0000819;SD0000824
IM0000608;20-09-2013 13:34:04;001A5515455;Operator Update;TEAM0007;KM0000819;SD0000824
IM0000608;20-09-2013 11:19:35;001A5516592;Operator Update;TEAM0031;KM0000819;SD0000824
IM0000608;23-09-2013 10:39:33;001A5529070;Assignment;TEAM0007;KM0000819;SD0000824
IM0000608;20-09-2013 10:48:14;001A5516493;Status Change;TEAM0031;KM0000819;SD0000824
IM0000608;02-10-2013 09:01:19;001A5604512;Communication with customer;TEAM0007;KM0000819;SD0000824
IM0000608;02-10-2013 09:01:19;001A5604513;External Vendor Assignment;TEAM0007;KM0000819;SD0000824
IM0000608;02-10-2013 09:01:19;001A5604511;Status Change;TEAM0007;KM0000819;SD0000824
IM0000608;20-09-2013 10:48:14;001A5516492;Assignment;TEAM0031;KM0000819;SD0000824
IM0000608;20-09-2013 10:07:33;001A5511433;Open;TEAM0010;KM0000819;SD0000824
IM0000608;20-09-2013 11:19:35;001A5516593;Quality Indicator;TEAM0031;KM0000819;SD0000824
IM0000608;20-09-2013 11:19:35;001A5516591;Assignment;TEAM0031;KM0000819;SD0000824
IM0000609;08-10-2013 18:54:24;001A5647839;Closed;TEAM0063;KM0001362;SD0000827
IM0000609;01-10-2013 11:37:19;001A5590061;Operator Update;TEAM0008;KM0001362;SD0000827
IM0000609;25-09-2013 14:51:16;001A5551020;Reassignment;TEAM0007;KM0001362;SD0000827
IM0000609;25-09-2013 14:51:16;001A5551021;Assignment;TEAM0007;KM0001362;SD0000827
IM0000609;25-09-2013 14:51:16;001A5551022;Operator Update;TEAM0007;KM0001362;SD0000827
IM0000609;20-09-2013 10:05:48;001A5510854;Assignment;TEAM0007;KM0001362;SD0000827
IM0000609;07-10-2013 14:54:38;001A5636160;Operator Update;TEAM0063;KM0001362;SD0000827
IM0000609;04-10-2013 11:04:13;001A5625299;Operator Update;TEAM0063;KM0001362;SD0000827
IM0000609;04-10-2013 11:04:13;001A5625298;Status Change;TEAM0063;KM0001362;SD0000827
IM0000609;01-10-2013 14:14:44;001A5598157;Assignment;TEAM0039;KM0001362;SD0000827
IM0000609;01-10-2013 14:14:45;001A5598158;Update;TEAM0039;KM0001362;SD0000827
IM0000609;20-09-2013 09:51:38;001A5510803;Open;TEAM0008;KM0001362;SD0000827
IM0000609;01-10-2013 11:38:29;001A5594600;Closed;TEAM9999;KM0001362;SD0000827
IM0000610;21-10-2013 11:42:37;001A5729145;Assignment;TEAM0007;KM0000792;SD0000819
IM0000610;21-10-2013 11:42:37;001A5729146;Operator Update;TEAM0007;KM0000792;SD0000819
IM0000610;21-10-2013 11:23:28;001A5729085;Assignment;TEAM0008;KM0000792;SD0000819
IM0000610;21-10-2013 11:23:28;001A5729086;Reopen;TEAM0008;KM0000792;SD0000819
IM0000610;17-12-2013 12:52:12;001A6197591;Closed;TEAM0007;KM0000792;SD0000819
IM0000610;17-12-2013 12:52:12;001A6197592;Quality Indicator Fixed;TEAM0007;KM0000792;SD0000819
IM0000610;20-09-2013 08:06:19;001A5512050;Open;TEAM0050;KM0000792;SD0000819
IM0000610;20-09-2013 10:06:52;001A5510859;Assignment;TEAM0007;KM0000792;SD0000819
IM0000610;21-10-2013 11:23:28;001A5729087;Update;TEAM0008;KM0000792;SD0000819
IM0000610;11-10-2013 07:18:46;001A5662755;Status Change;TEAM0031;KM0000792;SD0000819
IM0000610;11-10-2013 07:18:46;001A5662756;Operator Update;TEAM0031;KM0000792;SD0000819
IM0000610;10-10-2013 19:20:39;001A5664692;Reopen;TEAM0007;KM0000792;SD0000819
IM0000610;10-10-2013 19:21:51;001A5664696;Operator Update;TEAM0007;KM0000792;SD0000819
IM0000610;11-10-2013 08:49:58;001A5664321;Reassignment;TEAM0040;KM0000792;SD0000819
IM0000610;11-10-2013 07:33:59;001A5662769;Quality Indicator;TEAM0031;KM0000792;SD0000819
IM0000610;10-10-2013 19:21:51;001A5664695;Assignment;TEAM0007;KM0000792;SD0000819
IM0000610;11-10-2013 07:18:46;001A5662754;Assignment;TEAM0031;KM0000792;SD0000819
IM0000610;11-10-2013 07:18:46;001A5662753;Reassignment;TEAM0031;KM0000792;SD0000819
IM0000610;11-10-2013 07:34:28;001A5666185;Closed;TEAM9999;KM0000792;SD0000819
IM0000610;11-10-2013 07:11:23;001A5662752;Status Change;TEAM0031;KM0000792;SD0000819
IM0000610;11-10-2013 07:11:23;001A5662751;Assignment;TEAM0031;KM0000792;SD0000819
IM0000610;11-10-2013 08:49:58;001A5664322;Status Change;TEAM0040;KM0000792;SD0000819
IM0000610;10-10-2013 19:20:39;001A5664693;Update;TEAM0007;KM0000792;SD0000819
IM0000610;11-10-2013 10:04:29;001A5665901;Closed;TEAM0007;KM0000792;SD0000819
IM0000610;11-10-2013 10:03:38;001A5665898;Reassignment;TEAM0007;KM0000792;SD0000819
IM0000610;11-10-2013 10:03:38;001A5665899;Assignment;TEAM0007;KM0000792;SD0000819
IM0000610;10-10-2013 19:21:51;001A5664694;Reassignment;TEAM0007;KM0000792;SD0000819
IM0000610;30-09-2013 16:21:37;001A5586668;Assignment;TEAM9999;KM0000792;SD0000819
IM0000610;30-09-2013 16:21:37;001A5586670;Operator Update;TEAM9999;KM0000792;SD0000819
IM0000610;30-09-2013 16:21:37;001A5586669;Status Change;TEAM9999;KM0000792;SD0000819
IM0000610;01-10-2013 09:44:02;001A5588210;Assignment;TEAM0007;KM0000792;SD0000819
IM0000610;21-09-2013 16:32:12;001A5519886;Status Change;TEAM0007;KM0000792;SD0000819
IM0000610;10-10-2013 12:33:58;001A5660729;Caused By CI;TEAM0007;KM0000792;SD0000819
IM0000610;10-10-2013 12:33:58;001A5660728;Closed;TEAM0007;KM0000792;SD0000819
IM0000610;04-10-2013 07:24:01;001A5620771;Assignment;TEAM0007;KM0000792;SD0000819
IM0000610;21-10-2013 20:29:44;001A5737473;Status Change;TEAM0007;KM0000792;SD0000819
IM0000610;30-09-2013 16:21:43;001A5585012;Closed;TEAM9999;KM0000792;SD0000819
IM0000611;23-09-2013 15:25:36;001A5535038;Status Change;TEAM0018;KM0001115;SD0000820
IM0000611;23-09-2013 15:20:58;001A5533741;Operator Update;TEAM0053;KM0001115;SD0000820
IM0000611;23-09-2013 15:25:37;001A5535039;Update;TEAM0018;KM0001115;SD0000820
IM0000611;23-09-2013 15:20:58;001A5533740;Assignment;TEAM0053;KM0001115;SD0000820
IM0000611;23-09-2013 15:20:58;001A5533739;Reassignment;TEAM0053;KM0001115;SD0000820
IM0000611;20-09-2013 09:41:15;001A5514917;Reassignment;TEAM0035;KM0001115;SD0000820
IM0000611;20-09-2013 09:46:27;001A5511370;Update;TEAM0018;KM0001115;SD0000820
IM0000611;20-09-2013 16:04:33;001A5516288;Assignment;TEAM0053;KM0001115;SD0000820
IM0000611;13-11-2013 14:52:28;001A5922612;Closed;TEAM0018;KM0001115;SD0000820
IM0000611;20-09-2013 08:58:47;001A5512223;Reassignment;TEAM0019;KM0001115;SD0000820
IM0000611;20-09-2013 09:41:15;001A5514918;Operator Update;TEAM0035;KM0001115;SD0000820
IM0000611;20-09-2013 15:38:18;001A5517172;Reassignment;TEAM0019;KM0001115;SD0000820
IM0000611;20-09-2013 08:58:47;001A5512224;Update;TEAM0019;KM0001115;SD0000820
IM0000611;20-09-2013 08:58:00;001A5512219;Open;TEAM0019;KM0001115;SD0000820
IM0000612;01-10-2013 08:42:08;001A5590382;Assignment;TEAM0100;KM0000185;SD0000821
IM0000612;01-10-2013 09:27:49;001A5590530;Reassignment;TEAM0099;KM0000185;SD0000821
IM0000612;01-10-2013 09:27:49;001A5590531;Assignment;TEAM0099;KM0000185;SD0000821
IM0000612;01-10-2013 09:27:49;001A5590532;Operator Update;TEAM0099;KM0000185;SD0000821
IM0000612;01-10-2013 08:42:08;001A5590383;Operator Update;TEAM0100;KM0000185;SD0000821
IM0000612;01-10-2013 08:42:07;001A5590381;Reassignment;TEAM0100;KM0000185;SD0000821
IM0000612;25-09-2013 15:28:11;001A5552579;Description Update;TEAM0008;KM0000185;SD0000821
IM0000612;25-09-2013 15:29:13;001A5552584;Reassignment;TEAM0008;KM0000185;SD0000821
IM0000612;25-09-2013 15:28:11;001A5552578;Operator Update;TEAM0008;KM0000185;SD0000821
IM0000612;25-09-2013 15:28:11;001A5552577;Status Change;TEAM0008;KM0000185;SD0000821
IM0000612;25-09-2013 15:28:11;001A5552576;Assignment;TEAM0008;KM0000185;SD0000821
IM0000612;20-09-2013 10:00:08;001A5511416;Reassignment;TEAM0108;KM0000185;SD0000821
IM0000612;20-09-2013 11:13:04;001A5516583;Assignment;TEAM0108;KM0000185;SD0000821
IM0000612;20-09-2013 10:30:30;001A5515011;Reassignment;TEAM0059;KM0000185;SD0000821
IM0000612;20-09-2013 11:12:50;001A5516582;Operator Update;TEAM0108;KM0000185;SD0000821
IM0000612;27-09-2013 13:04:28;001A5568672;Assignment;TEAM0100;KM0000185;SD0000821
IM0000612;27-09-2013 13:00:23;001A5567148;Status Change;TEAM0021;KM0000185;SD0000821
IM0000612;27-09-2013 13:00:23;001A5567147;Assignment;TEAM0021;KM0000185;SD0000821
IM0000612;27-09-2013 13:00:23;001A5567146;Reassignment;TEAM0021;KM0000185;SD0000821
IM0000612;27-09-2013 13:00:23;001A5567149;Communication with customer;TEAM0021;KM0000185;SD0000821
IM0000612;23-09-2013 09:31:17;001A5530116;Operator Update;TEAM0008;KM0000185;SD0000821
IM0000612;23-09-2013 09:31:17;001A5530115;Status Change;TEAM0008;KM0000185;SD0000821
IM0000612;23-09-2013 07:47:15;001A5525377;Reassignment;TEAM0108;KM0000185;SD0000821
IM0000612;23-09-2013 07:47:15;001A5525378;Assignment;TEAM0108;KM0000185;SD0000821
IM0000612;23-09-2013 07:47:15;001A5525379;Operator Update;TEAM0108;KM0000185;SD0000821
IM0000612;01-10-2013 17:08:22;001A5598006;Closed;TEAM0100;KM0000185;SD0000821
IM0000612;01-10-2013 17:08:22;001A5598007;Caused By CI;TEAM0100;KM0000185;SD0000821
